FAMILIA;SUBFAMILIA;PRODUCTO;MEDIDAS
Tornillos;TORNILLO CAB;TORNILLO CAB GOTA COMBI 1/4-20 X 3;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB GOTA COMBI 10-24 X 1;N/A
Tornillos;TORNILLO SOCKET;TORNILLO SOCKET GUIA MM;M 6 x 10|M 6 x 12|M 6 x 16|M 6 x 20|M 6 x 25|M 6 x 30|M 6 x 35|M 6 x 40|M 6 x 45|M 6 x 50|M 6 x 60|M 6 x 70|M 6 x 80|M 8 x 12|M 8 x 16|M 8 x 20|M 8 x 25|M 8 x 30|M 8 x 35|M 8 x 40|M 8 x 45|M 8 x 50|M 8 x 55|M 8 x 60|M 8 x 70|M 8 x 80|M 8 x 100|M 10 x 16|M 10 x 20|M 10 x 25|M 10 x 30|M 10 x 35|M 10 x 40|M 10 x 45|M 10 x 50|M 10 x 55|M 10 x 60|M 10 x 65|M 10 x 70|M 10 x 80|M 10 x 90|M 10 x 100|M 12 x 20|M 12 x 25|M 12 x 30|M 12 x 35|M 12 x 40|M 12 x 45|M 12 x 50|M 12 x 55|M 12 x 60|M 12 x 65|M 12 x 70|M 12 x 80|M 12 x 90|M 12 x 100|M 16 x 20|M 16 x 25|M 16 x 30|M 16 x 35|M 16 x 40|M 16 x 45|M 16 x 50|M 16 x 55|M 16 x 60|M 16 x 70|M 16 x 80|M 16 x 90|M 16 x 100|M 20 x 30|M 20 x 35|M 20 x 40|M 20 x 50|M 20 x 60|M 20 x 70|M 20 x 80|M 20 x 90|M 20 x 100|M 20 x 110|M 20 x 120|M 20 x 130|M 20 x 140 Nuevo|M 20 x 150 NVO
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA EMP 1/2-13 X 3;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA CABEZA/ACC INT PLUS 14 X 3/4;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON 1-8 X 9;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA VAS 7/8-9 X 8;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON 1/4-20 X 2.1/2;N/A
Tuercas;"TUERCA GRIPCO;"TUERCA GRIPCO GRADO ""C"" 1/2-13";N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL P/BROCA CABEZA/ACC INT EMP 14 X 1-1/2 GALAXY;N/A
Pijas;PIJA MADERA;PIJA MADERA COMB PLANA NGRA CUADRO CHICO 8 X 1;N/A
Otros;ROND PRESION;ROND PRESION 1-1/2;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR5 3/4-10 X 2;N/A
Otros;Bobina ignicion;Bobina ignicion VW Beetle, Jetta, Golf, Passat, Brasil (UF484);N/A
Otros;VALVULA IAC;VALVULA IAC CHEVROLET CAMARO, CAVALIER, IMPALA (87-05);N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA EMP 14 X 1.1/2 GALAXY;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON 1/4-20 X 3.1/4;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB PLANA PH 1/4-20 X 1/2;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 1/2-13 X 2;N/A
Tuercas;TUERCA MM;TUERCA MM FLANGE M14-2.00;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON INOXIDABLE-304 3/4 x 7;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR5 1/2-13 X 4;N/A
Otros;Sensor arbol;Sensor arbol levas Chevrolet Spark, Pontiac Matiz, 03-15;N/A
Otros;PERNO RANURADO;PERNO RANURADO 3/16 x 7/8;N/A
Otros;PERNO AGRICOLA;PERNO AGRICOLA 1 X 6;N/A
Otros;CINTA DE;CINTA DE AISLAR;9 mts x 18mm - Negra (emp de 10pz)|18 mts x 18mm - Negra (emp de 10pz)|18 mts x 18mm - Roja (emp de 10pz)|18 mts x 18mm - Azul (emp de 10pz)
Pijas;PIJA TABLARROCA;PIJA TABLARROCA NF P-T-R NGRA 8-14 X 3;N/A
Otros;SENSOR OXIGENO;SENSOR OXIGENO NISSAN PLATINA, RENAULT CLIO, LOGAN (06-12);N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 3/8 X 1.1/4;N/A
Tuercas;TUERCA GRIPCO;TUERCA GRIPCO TIPO FLANGE NEGRA 5/8-11;N/A
Tornillos;TORNILLO SOCKET;TORNILLO SOCKET CABEZA/PLANA MM;M3 x 6|M3 x 8|M3 x 10|M3 x 12|M3 x 16|M3 x 20|M3 x 25|M3 x 30|M3 x 35|M3 x 40|M4 x 8|M4 x 10|M4 x 12|M4 x 16|M4 x 20|M4 x 25|M4 x 30|M4 x 35|M4 x 40|M5 x 8|M5 x 10|M5 x 12|M5 x 16|M5 x 20|M5 x 25|M5 x 30|M5 x 35|M5 x 40|M5 x 45|M5 x 50|M6 x 8|M6 x 10|M6 x 12|M6 x 16|M6 x 20|M6 x 25|M6 x 30|M6 x 35|M6 x 40|M6 x 45|M6 x 50|M6 x 60|M6 x 70|M8 x 10|M8 x 12|M8 x 16|M8 x 20|M8 x 25|M8 x 30|M8 x 35|M8 x 40|M8 x 45|M8 x 50|M8 x 55|M8 x 60|M8 x 70|M8 x 80|M10 x 12|M10 x 16|M10 x 20|M10 x 25|M10 x 30|M10 x 35|M10 x 40|M10 x 45|M10 x 50|M10 x 60|M10 x 70|M10 x 80|M10 x 90|M10 x 100|M12 x 20|M12 x 25|M12 x 30|M12 x 35|M12 x 40|M12 x 45|M12 x 50|M12 x 60|M12 x 70|M12 x 80|M12 x 90|M12 x 100|M16 x 30|M16 x 35|M16 x 40|M16 x 45|M16 x 50|M16 x 60|M16 X 70|M16 X 80|M16 x 90|M16 x 100
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 1/4-20 X 1;N/A
Otros;CHAVETA INOXIDABLE-304;CHAVETA INOXIDABLE-304 5/32 X 1.1/2;N/A
Tornillos;TORNILLO CABEZA/PLANA;TORNILLO CABEZA/PLANA PHILLIPSLIPS/RAN MM INOXIDABLE 304;M 6 x 25
Pijas;PIJA K-LATH;PIJA K-LATH BROCA EMP 8 X 1-1/4 GALAXY;N/A
Otros;Llave Stillson;Llave Stillson 12 Handycraft;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC GALVANIZADA 5/16-18;N/A
Otros;45 CASQUILLO;45 CASQUILLO 10-1.25 X 1/2 NF;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC GALVANIZADA EMP 3/4-10;N/A
Otros;TAQUETE TX;TAQUETE TX TROP GALAXY C 3/8 T 5/16-18 X 3 LARGO;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA KG 3/16;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 1/4-20 X 6;N/A
Otros;REMACHE POP;REMACHE POP INOXIDABLE SS52 5/32 X 1/8;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA 14 X 1 GALAXY;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 3/8 X 2.1/4;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 7/16-14 X 3;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 12 X 1.1/2;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL P/BROCA CABEZA/ACC INT 12 X 3/4 GALAXY;N/A
Tuercas;TUERCA INS;TUERCA INS NYLON NC 9/16-12;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 3/4-10 X 1.1/2;N/A
Pijas;PIJA CABEZA/PLANA;PIJA CABEZA/PLANA PH BROCA  EMP 8 X 1;N/A
Pijas;PIJA MADERA;PIJA MADERA PH PLANA NKL 6 X 1/2;N/A
Otros;Extrapesado Derecho;Extrapesado Derecho ESP;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA VAS 3/4-10 X 6;N/A
Pijas;PIJA CABEZA/PLANA;PIJA CABEZA/PLANA PH BROCA  EMP 8 X 1-1/2;N/A
Pijas;PIJA P/MADERA;PIJA P/MADERA CAB HEX 14 X 3-1/2;N/A
Otros;M14 x;M14 x 1.5 x 30 Hex. 11/16 V.W. Audi;N/A
Otros;M22 x;M22 x 1.5 x 88.9 mm;N/A
Otros;INSERTO DE;INSERTO DE ACERO INOXIDABLE-304 M10-1.50 X 2.0;N/A
Otros;ARMELLA ABIERTA;ARMELLA ABIERTA 22 X 90;N/A
Otros;"3/4-6x4.590""CABEZA/Remolque Ramirez;"3/4-6x4.590""CABEZA/Remolque Ramirez Fruehauf White Masa Autobus";N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 EMP 1/4-20 X 2.1/2;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC NEGRA EMP 1/4-20;N/A
Tuercas;TUERCA MM;TUERCA MM INS NYLON NC M30-3.50;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB PLANA PH 10-24 X 1-1/2;N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB 8 X 1;N/A
Otros;"3/4-16 x;"3/4-16 x 3.375"" Caja Fruehauf 84-98 Rueda Tras";N/A
Tornillos;TORNILLO CAB;TORNILLO CAB PLANA PH 5-40 X 1;N/A
Tornillos;INYECTORNILLO MPFI;INYECTORNILLO MPFI CHEVROLET CRUZE, SONIC ,TRAX 1.4lts;N/A
Otros;SENSOR VELOCIDAD;SENSOR VELOCIDAD CHRYSLER VOYAGER, NEON, AVENGER (SC103);N/A
Tornillos;TORNILLO FLANGE;TORNILLO FLANGE 12 PUNTAS GR-8 3/4-10 X 4;N/A
Tuercas;"TUERCA MADERA;"TUERCA MADERA ""D"" NC 3/8-16 x 25";N/A
Tuercas;TUERCA GRIPCO;TUERCA GRIPCO TIPO FLANGE NEGRA 3/8-16;N/A
Tuercas;TUERCA AUTOMOTRIZ;TUERCA AUTOMOTRIZ CAMPANA DESTAPADA 12 X 1.25;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA F436 NGRA 1.3/8;N/A
Otros;SENSOR OXIGENO;SENSOR OXIGENO NISSAN FRONTIER, XTERRA, QUEST , SENTRA (96-02);N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB 14 X 1.1/4;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 EMP 1/2-13 X 2.1/2;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1-1/4 X 4;N/A
Varillas;VARILLA ROSCAAD;VARILLA ROSCAAD CL 4.8 MM;M3-0.50 x 1 Mt.|M4-0.70 x 1 Mt.|M5-0.80 x 1 Mt.|M6-1.00 x 1 Mt.|M8-1.25 x 1 Mt.|M10-1.50 X 1 Mt.|M12-1.75 X 1 Mt.|M14-2.00 X 1 Mt.|M16-2.00 X 1 Mt.|M18-2.50 X 1 Mt.|M20-2.50 X 1 Mt.|M22-2.50 X 1 Mt.|M24-3.00 X 1 Mt.|M27-3.00 X 1 Mt.|M30-3.50 X 1 Mt.|M33-3.50 X 1 Mt.|M36-4.00 X 1 Mt.
Otros;PERNO RANURADO;PERNO RANURADO 5/16 x 2;N/A
Pijas;PIJA P/MADERA;PIJA P/MADERA CAB HEX 5/16 X 3-1/2;N/A
Otros;PERNO RANURADO;PERNO RANURADO 5/32 x 5/8;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1/2 X 1.1/4;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 1 X 6;N/A
Otros;2 CASQUILLO;2 CASQUILLO 14-1.25 X 3/4 NF CORTO;N/A
Varillas;VARILLA B7-LARGO;VARILLA B7-LARGO 12 PIES 7/8-9;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 5/16 x 1-3/4;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR5 5/8-11 X 5-1/2;N/A
Otros;M12 X;M12 X 1.5 X 39MM, Isuzu 76-97;N/A
Tuercas;TUERCA ESTRELLA;TUERCA ESTRELLA G2 M6-1.00;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA 1/2-13;N/A
Otros;Bobina ignicion;Bobina ignicion Chevrolet Cruze, Sonic, Trax, Aveo, con modulo EU (UF6;N/A
Pijas;PIJA MADERA;PIJA MADERA MULTIUSOS PH NGRA EMP 6 X 1-3/4;N/A
Otros;Sensor cigüeñal;Sensor cigüeñal Toyota Tacoma, Camry, Highlander, 03-17 4Cil;N/A
Tuercas;TUERCA FLANGE;TUERCA FLANGE NC INOXIDABLE 304;1/4-20|5/16-18|3/8-16|1/2-13
Otros;TAQUETE ARPON;TAQUETE ARPON INOXIDABLE-304 5/16 X 3.3/4;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1-1/4 X 4-1/2;N/A
Otros;PERNO RANURADO;PERNO RANURADO 3/8 x 1.1/2;N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB EMP 14 X 3;N/A
Otros;m12 x;m12 x 1.5 mm DEL/TRAS Citation.Century,Cutlass;N/A
Otros;INSERTO DE;INSERTO DE ACERO INOXIDABLE-304 M6-1.00 X 2.0;N/A
Pijas;PIJA K-LATH;PIJA K-LATH P/BROCA PLUS 8 X 1/2;N/A
Pijas;PIJA CABEZA/FIJADORA;PIJA CABEZA/FIJADORA PARA MADERA 8 x 3/4;N/A
Otros;PERNO RANURADO;PERNO RANURADO 3/32 x 5/16;N/A
Otros;ROND PRESION;ROND PRESION NEGRA 1.3/8;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA F436 1/2 GIC;N/A
Otros;ROND PRESION;ROND PRESION NEGRA EMP 1.1/8;N/A
Pijas;PIJA LAMINA;PIJA LAMINA FIJAD RAN 14 X 3;N/A
Otros;SENSOR TEMPERATURA;SENSOR TEMPERATURA AUDI A3, A4, VOLKSWAGEN VENTO (TS608);N/A
Tuercas;TUERCA ALTA;TUERCA ALTA G-2 NF NEGRA 9/16-18;N/A
Tuercas;"TUERCA GRIPCO;"TUERCA GRIPCO GRADO ""C"" 1-8";N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB EMP 6 X 3/4;N/A
Tornillos;TORNILLO ALL;TORNILLO ALL CIL CAB/BAJA M6-1.00 X 35;N/A
Tuercas;TUERCA CASTILLO;TUERCA CASTILLO 1.1/4-12 NF TROPICALIZADA;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB PLANA PH 10-24 X 2;N/A
Varillas;VARILLA G-5;VARILLA G-5 ROSCA GALVANIZADA 5/16-18 X 1MT;N/A
Pijas;PIJA CABEZA/PLANA;PIJA CABEZA/PLANA PH BROCA  EMP 8 X 3/4;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 8 X 3/4;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA 1.1/4-7;N/A
Tornillos;TORNILLO FLANGE;TORNILLO FLANGE 12 PUNTAS GR-8 5/8-11 X 5.1/2;N/A
Otros;Sensor maf;Sensor maf Nissan Sentra, Altima, Almera, Maxima, 02-08;N/A
Pijas;PIJA MADERA;PIJA MADERA MULTIUSOS PH NGRA 10 X 1.1/2;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA F436 7/8 GIC;N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB 14 X 1;N/A
Otros;sensor tps;sensor tps Jeep Liberty, Dodge duraNEGRO, Dakota, Ram, 02-06;N/A
Varillas;VARILLA G-5;VARILLA G-5 ROSCA PAVONADA 1.1/4-7 X 1MT;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC NEGRA 1/4-20;N/A
Herramientas;"9/16;"9/16;18 x 2.828"", Ford F-350 Doble Rodado 67-98, R.Trasera."
Otros;1/2-20 x;1/2-20 x 1.625 c10 1/2 ton impala caprice R del Cherolet;N/A
Tuercas;TUERCA BELLOTA;TUERCA BELLOTA INOXIDABLE 304;10 - 24|1/4 - 20|5/16 - 18|3/8 - 16|1/2 - 13
Otros;SENSOR TEMPERATURA;SENSOR TEMPERATURA FORD AEROSTAR, BRONCO (TX6);N/A
Otros;JGO. LLAVES;JGO. LLAVES HEX MM HANDY CORTA 9 PZAS;N/A
Otros;Sensor cigüeñal;Sensor cigüeñal Toyota Sienna, Corolla, Camry, 09-17 4 y 6Cil;N/A
Tuercas;TUERCA GRIPCO;TUERCA GRIPCO TIPO FLANGE NEGRA 1/2-13;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA EMP 3/8-16 X 1.1/2;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA 5/16-18;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NF NEGRA 1/2-20;N/A
Otros;MANERAL METALICO;MANERAL METALICO P/INSERTO M10;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB GOTA COMBI 1/4-20 X 1/2;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA F436 NGRA 5/8;N/A
Tornillos;TORNILLO SOCKET;TORNILLO SOCKET CABEZA/CILINDRO FINO;10-32 x 1/4|10-32 x 5/16|10-32 x 3/8|10-32 x 1/2|10-32 x 5/8|10-32 x 3/4|10-32 x 1|10-32 x 1.1/4|10-32 x 1.1/2|10-32 x 2|10-32 x 2.1/2|10-32 x 3|1/4-28 x 1/2|1/4-28 x 5/8|1/4-28 x 3/4|1/4-28 x 1|1/4-28 x 1.1/4|1/4-28 x 1.1/2|1/4-28 x 1.3/4|1/4-28 x 2|1/4-28 x 2.1/2|1/4-28 x 3|1/4-28 x 3.1/2|5/16-24 x 1/2|5/16-24 x 3/4|5/16-24 x 1|5/16-24 x 1.1/4|5/16-24 x 1.1/2|5/16-24 x 1.3/4|5/16-24 x 2|5/16-24 x 2.1/2|5/16-24 x 3|5/16-24 x 3.1/2|3/8-24 x 3/4|3/8-24 x 1|3/8-24 x 1.1/4|3/8-24 x 1.1/2|3/8-24 x 1.3/4|3/8-24 x 2|3/8-24 x 2.1/2|3/8-24 x 3|7/16-20 x 1|7/16-20 x 1.1/4|7/16-20 x 1.1/2|7/16-20 x 2|7/16-20 x 2.1/2|7/16-20 x 3|1/2-20 x 1|1/2-20 x 1.1/4|1/2-20 x 1.1/2|1/2-20 x 1.3/4|1/2-20 x 2|1/2-20 x 2.1/2|1/2-20 x 3|1/2-20 x 3.1/2|1/2-20 x 4|1/2-20 x 4.1/2|1/2-20 x 5|1/2-20 x 6|5/8-18 x 1|5/8-18 x 1.1/4|5/8-18 x 1.1/2|5/8-18 x 2|5/8-18 x 2.1/2|5/8-18 x 3|5/8-18 x 3.1/2|5/8-18 x 4|5/8-18 x 4.1/2|5/8-18 x 5|3/4-16 x 1.1/2|3/4-16 x 2|3/4-16 x 2.1/2|3/4-16 x 3
Herramientas;Candado de;Candado de Hierro gancho Largo 40mm HandyLock;N/A
Pijas;PIJA MADERA;PIJA MADERA MULTIUSOS PH NGRA EMP 8 X 2-1/2;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON 1/4-20 X 1.3/4;N/A
Herramientas;MACHUELO P/INSERTO;MACHUELO P/INSERTO M2 HSS 3/8-24;N/A
Tuercas;TUERCA HEX;TUERCA HEX 2H NEGRA 1.1/8-7;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 12 X 1.1/2;N/A
Tuercas;"TUERCA GRIPCO;"TUERCA GRIPCO GRADO ""C"" 5/8-11";N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 1/4 X 2.1/4;N/A
Tuercas;"TUERCA GRIPCO;"TUERCA GRIPCO GRADO ""C"" NF 5/16-24";N/A
Tornillos;TORNILLO CABEZA/HEXAGONAL;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 3/8-16 X 3/4;N/A
Birlos;BIRLO AUTOMOTRIZ;BIRLO AUTOMOTRIZ M12-1.50 X 27.50 GR8;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 3/4-10 X 3.1/2;N/A
Tornillos;TORNILLO ALL;TORNILLO ALL CIL CAB/BAJA M5-0.80 X 20;N/A
Otros;JGO. LLAVES;JGO. LLAVES HEX MM HANDY LARGA 9 PZAS;N/A
Otros;PERNO RANURADO;PERNO RANURADO 1/4 x 2;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA UNF 5/8-18;N/A
Otros;80 CASQUILLO;80 CASQUILLO 8-1.25 X 10-1.25;N/A
Varillas;VARILLA ACME-LARGO;VARILLA ACME-LARGO 1 MT 2-4;N/A
Otros;"7/8 X;"7/8 X 14 x 4.00"" Volvo 7550 99-06 R.Trasera";N/A
Tuercas;"TUERCA CROMADA;"TUERCA CROMADA RIN DE ACERO ""BOLITA"" M12-1.25";N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB 14 X 3/4;N/A
Tuercas;TUERCA FLANGE;TUERCA FLANGE NF 3/8-24;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA KG EMP 1.3/8;N/A
Birlos;BIRLO DE;BIRLO DE ARTILLERIA G2 3/4-10 X 3.1/4;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 3/4-10;N/A
Pijas;PIJA P/FIBRO-CEMENTO;PIJA P/FIBRO-CEMENTO (DUROK) 8 X 1;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC NEGRA EMP 5/8-11;N/A
Pijas;PIJA MADERA;PIJA MADERA PH PLANA NGRA 10 X 2;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA KG #8;N/A
Otros;Sensor maf;Sensor maf Ford Transit, Focus, Fusion, F150,250,350, Ranger 04-15;N/A
Tuercas;TUERCA CUADRADA;TUERCA CUADRADA GR-2 NEGRA 3/8-16;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA EMP 5/16-18 X 4;N/A
Otros;M 12;M 12 x 1.5 Attitude, todos modelos, Del/Tras.;N/A
Otros;M12X1.5 x;M12X1.5 x 42 mm, Mazda Luv 2.2, Ford, Ghia, Mercury;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 8 X 2.1/2;N/A
Otros;REMACHE POP;REMACHE POP AS46 D 1/8 X L 1/2 X R 3/8;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA 1-8;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 3/8 X 1;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO M8 X 45;N/A
Varillas;VARILLA ACME-LARGO;VARILLA ACME-LARGO 1 MT 1-1/2-4;N/A
Otros;m 12;m 12 x 1.5 mm DEL Shadow,Spirit,Neon;N/A
Otros;BOMBA GAS;BOMBA GAS FORD EXPLORER ECONOLINE BRONCO 6 Y 8 CIL 9100;N/A
Otros;Lente de;Lente de Seguridad Obscuro Galaxy;N/A
Varillas;VARILLA ROSCA;VARILLA ROSCA GR-2 3 METROS 5/16-18;N/A
Otros;M 12;M 12 x 1.5 Chevy todos, Corsa, Astra, Zafira, Tigra;N/A
Otros;ROND MM;ROND MM PRESION NEGRA M48;N/A
Pijas;PIJA MADERA;PIJA MADERA MULTIUSOS PH NGRA 6 X 1.1/2;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1-1/8 X 4-1/2;N/A
Otros;SENSOR OXIGENO;SENSOR OXIGENO NISSAN ALTIMA, PATHFINDER, XTERRA, 200SX (01-09);N/A
Otros;90CASQUILLO 12-1.75;90CASQUILLO 12-1.75 x 16-2.00;N/A
Tuercas;TUERCA GR2;TUERCA GR2 LIVIANA GIC;1/2-13|5/8-11|3/4-10
Tornillos;TORNILLO CAB;TORNILLO CAB PLANA PH 1/4-20 X 2;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1 X 8;N/A
Otros;CINCHO- TUBO;CINCHO- TUBO CON 850 PZS DE DIF MEDIDA;N/A
Otros;Sensor arbol;Sensor arbol levas Chevrolet Colorado, TrailBlazer, Hummer 02-07;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 5/16-18 X 5/8;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 7/16-14 X 1.1/4;N/A
Tornillos;"3/4-16 x;"3/4-16 x 3.190"" MoTORNILLO Wheel Caja Fruehauf";N/A
Tuercas;TUERCA MM;TUERCA MM INS NYLON NC M4-0.70;N/A
Tuercas;TUERCA INS;TUERCA INS NYLON NC 6-32;N/A
Pijas;PIJA MADERA;PIJA MADERA MULTIUSOS PH NGRA 14 X 5;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 10 X 1.1/2;N/A
Pijas;PIJA MADERA;PIJA MADERA PH PLANA NGRA EMP 12 X 3-1/2;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 14 X 2-1/2;N/A
Otros;CHAVETA GALVANIZADA;CHAVETA GALVANIZADA 1/16 X 2;N/A
Tuercas;"TUERCA HEX;"TUERCA HEX 2H NEGRA 3""-8";N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA EMP 9/16-12;N/A
Varillas;VARILLA B7-LARGO;VARILLA B7-LARGO 12 PIES 1.5/8-8;N/A
Tornillos;TORNILLO FLANGE;TORNILLO FLANGE 12 PUNTAS GR-8 7/16-14 X 1.1/2;N/A
Otros;PERNO RANURADO;PERNO RANURADO 3/16 x 1;N/A
Pijas;PIJA MADERA;PIJA MADERA MULTIUSOS PH NGRA 14 X 2;N/A
Tuercas;TUERCA FLANGE;TUERCA FLANGE NC 1/2-13;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 1/4-20 X 3;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-8 NC NEGRA 1-1/2-6;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC NEGRA 9/16-12;N/A
Tornillos;TORNILLO CENTRO;TORNILLO CENTRO DE MUELLE GR-8 7/16 X 4;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 6 X 5/8;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 6 X 1.1/2;N/A
Tuercas;TUERCA CASTILLO;TUERCA CASTILLO 1-14 NF TROPICALIZADA;N/A
Otros;SENSOR VELOCIDAD;SENSOR VELOCIDAD NISSAN PLATINA, CLIO TRANS AUTOMATICA;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA VAS 3/8-16 X 10;N/A
Pijas;PIJA MADERA;PIJA MADERA COMB PLANA NGRA 12 X 3;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON 5/8-11 X 5;N/A
Pijas;PIJA K-LATH;PIJA K-LATH BROCA EMP 8 X 2 GALAXY;N/A
Varillas;VARILLA G-5;VARILLA G-5 ROSCA GALVANIZADA 1/4-20 X 1MT;N/A
Otros;1/2-20 x;1/2-20 x 1.750 Produccion Especial;N/A
Tornillos;TORNILLO FLANGE;TORNILLO FLANGE 12 PUNTAS GR-8 7/16-14 X 2.1/2;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 1/4-20 X 2.1/2;N/A
Pijas;PIJA P/CONCRETO;PIJA P/CONCRETO CAB. HEXAGONAL  1/4 x 2-1/4;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC GALVANIZADA EMP 7/16-14;N/A
Otros;"7/16-20 x;"7/16-20 x 1.281"" Datsun,Pick up 68-76 Del/Trasera";N/A
Otros;Bobina ignicion;Bobina ignicion Honda Civic (UF582);N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 1 X 4;N/A
Otros;TAQUETE TX;TAQUETE TX TROPICALIZADO PLUS 3/8-16 X 3;N/A
